date,startup_name,industry,sub_industry,city,investors,investment_type,amount_usd,investor_list
2016-10-23,Wotu,eCommerce,B2B Marketplace for traders,Bangalore,KAE capital,Seed Funding,0.0,['KAE capital']
2016-10-24,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,BEENEXT,Private Equity,3000000.0,['BEENEXT']
2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000.0,"['IIFL Seed Ventures Fund', ' Mayfield Ventures']"
2016-10-25,Kredx,eCommerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,6000000.0,['Sequoia Capital']
2016-10-25,Creditmate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000.0,['India Quotient']
2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,Delhi,Swastika Company Ltd,Seed Funding,0.0,['Swastika Company Ltd']
2016-10-25,Satvakart,eCommerce,Online Grocery Etailer,Gurgaon,Nimit Panigrahi,Seed Funding,0.0,['Nimit Panigrahi']
2016-10-25,Soopermo,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Funding,100000.0,['Lalit Vase']
2016-10-26,Orangetwig,Consumer Internet,Social Media Marketing platform,Delhi,Undisclosed investor,Seed Funding,1000000.0,['Undisclosed investor']
2016-10-26,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,0.0,"['Astarc Ventures', ' Anand Chandrasekaran']"
2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000.0,"['hooting Starts Sports LLP', ' Franchise India Brands']"
2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000.0,"['1Crowd', ' Eureka Forbes Ltd', ' Shapoorji Pallonji & Co. Ltd.']"
2016-10-27,Fr8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000.0,['Omnivore Partners']
2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,27000000.0,['Hero MotoCorp']
2016-10-28,Pikkol,Logistics,Relocation Service provider,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Funding,0.0,"['Ajay Nanavati', ' Afsal Salu']"
2016-10-29,Velmenni,Technology,LiFi based wireless communication provider,Delhi,Kalaari Capital,Seed Funding,100000.0,['Kalaari Capital']
2016-10-29,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000.0,['Kalaari Capital']
2016-10-29,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Funding,100000.0,['Kalaari Capital']
2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000.0,"['Aarin Capital', ' Michael Herzig', ' Ashish Lakhanpal']"
2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,1000000.0,['Karanpal Singh & Others']
2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,0.0,"['Sequoia India', ' Exfinity Ventures', ' growX ventures', '']"
2016-09-01,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000.0,['Accel Partners']
2016-09-01,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,0.0,['Pradeep Dhobale']
2016-09-01,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,Delhi,Amit Choudhary,Seed Funding,0.0,['Amit Choudhary']
2016-09-04,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,0.0,['Grasshoppers']
2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,0.0,"['Anita Dongre', ' Yash Dongre', ' Milind Sarwate']"
2016-09-05,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,Delhi,William Bissel,Seed Funding,0.0,['William Bissel']
2016-09-06,Eshakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000.0,"['Infina Finance Pvt. Ltd', ' Uday Kotak']"
2016-09-06,Cheersoye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000.0,['Undisclosed Investors']
2016-09-06,Lenskart,eCommerce,Online Eyewear eTailer,Delhi,PremjiInvest,Private Equity,0.0,['PremjiInvest']
2016-09-06,Bigstylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000.0,['Info Edge (India) Ltd']
2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000.0,"['Venturra Capital', ' Sequoia India', ' Susquehanna International Group.\\\\xc2\\\\xa0 Wavemaker Partners', ' Beenext', ' Beenos', ' Digital Garage']"
2016-09-07,Alternacare,Consumer Internet,Online Doctor Consulting platform,Delhi,Eros Labs,Seed Funding,500000.0,['Eros Labs']
2016-09-07,Simplilearn,Education,Online Certification programs,Bangalore,InnoVen Capital India,Private Equity,6000000.0,['InnoVen Capital India']
2016-09-07,Prozo,eCommerce,Study Material Marketplace,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000.0,"['Earlsfield Capital', ' Sailender Solanki', ' Rajiv Solanki']"
2016-09-08,Toprankers,Education,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000.0,"['CareerNet Consulting Pvt. Ltd', ' Ideation Initiative Pvt. Ltd', '']"
2016-09-08,Buildtraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Funding,200000.0,['Idein Ventures']
2016-09-09,Byju\\Xe2\\X80\\X99S,Education,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000.0,"['Chan Zuckerberg Initiative', ' Times Internet Ltd', ' Sequoia Capital', ' Sofina', ' Lightspeed Ventures']"
2016-09-09,Nobroker,Consumer Internet,Online Home Rental platform,Bangalore,Anand Chandrasekaran,Seed Funding,0.0,['Anand Chandrasekaran']
2016-09-10,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,0.0,['Ravi Linganuri']
2016-09-10,Cureinstant,Consumer Internet,Social Health Networking Platform,Delhi,Dr. Rameshwar Kumar,Seed Funding,150000.0,['Dr. Rameshwar Kumar']
2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000.0,"['havya Sharma', ' Amit Nagar']"
2016-09-10,Karmacircles,Consumer Internet,Peer-to-peer Social Learning platform,Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,0.0,"['Harinder Takhar', ' Zain Raj', ' Dr. Prasad Kaipa', ' Abaran Deep', ' Aseem Sood', ' Mustafa Patni']"
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000.0,"['Augment Ventures', ' Rahul Kayan', ' Nikhil Golcha', ' Shubham Gupta', ' Roy Kwan']"
2016-09-12,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000.0,['Fork Media']
2016-09-12,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000.0,"['Sunil Munjal', ' Mariwala family']"
2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000.0,"['Pradeep Mirani', ' Aqeel Ahmed', ' Anand Ladsariya', ' Nitin Agarwal']"
2016-09-13,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Raj Singh Bhandal,Seed Funding,0.0,['Raj Singh Bhandal']
2016-09-13,Ideachakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Funding,0.0,['Ratan Tata']
2016-09-13,Shoekonnect,eCommerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,0.0,['Indian Angels Network']
2016-09-13,Nearbuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000.0,['BlackSoil Capital Pvt. Ltd.']
2016-09-14,Zeroinfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,0.0,['Calcutta Angels Network']
2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000.0,"['Balasubramanian Krishnamurthy', ' Sidhartha Hazarika & Others']"
2016-09-14,Lenspick,eCommerce,eyewear eTailer,Bangalore,Scadea Solutions Inc,Private Equity,0.0,['Scadea Solutions Inc']
2016-09-15,Infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000.0,"['Dheeraj Jain', ' Palash Jain', ' Anupam Mittal', ' Ameera Shah', '\\\\xc2\\\\xa0 Vivek Bhargava', ' Rahul Singh', ' Ambarish Gupta', '']"
2016-09-15,Furlenco,eCommerce,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,5000000.0,['Lightbox Ventures and others']
2016-09-15,Gopigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,1500000.0,['Nexus Venture Partners']
2016-09-16,Newsdistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000.0,"['Ganesh Narasimhan', ' Ramana Thumu', ' Sudhir Mallem']"
2016-09-16,Doctorinsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,1000000.0,['RoundGlass Partners']
2016-09-19,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Funding,750000.0,['Accel Partners']
2016-09-19,Liqvid,Technology,Integrated eLearning content solutions,Delhi,Gray Matters Capital,Private Equity,0.0,['Gray Matters Capital']
2016-09-19,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Bessemer Venture Partners,Private Equity,15000000.0,['Bessemer Venture Partners']
2016-09-20,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Funding,0.0,['CIO Angel Network']
2016-09-20,Justlikenew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000.0,['LetsVenture']
2016-09-20,Joehukum,Technology,Enterprise customer engagement solutions,Delhi,Sumit Jain,Seed Funding,0.0,['Sumit Jain']
2016-09-21,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Funding,1000000.0,['Undisclosed Investors']
2016-09-21,Purpledocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,0.0,"['KellyGamma', ' Lead Angels & Others']"
2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000.0,"['Goldman Sachs Group', ' Zodius Technology Fund', ' Norwest Venture Partners', ' Bertelsmann India']"
2016-09-21,Equickies,eCommerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000.0,['Lothal Angel Ventures']
2016-09-21,Khel Now,Consumer Internet,Mobile-based social networking platform,Delhi,Anglian Omega Network,Seed Funding,350000.0,['Anglian Omega Network']
2016-09-22,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,Delhi,Carpediem Capital,Private Equity,6000000.0,['Carpediem Capital']
2016-09-22,Dailyrounds,Consumer Internet,Mobile App for Doctors,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,0.0,"['Accel Partners', ' Beenext', ' Powerhouse Ventures', ' Akusa Holdings']"
2016-09-22,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Rebright Partners,Seed Funding,425000.0,['Rebright Partners']
2016-09-22,Hashtaag,Technology,Mobile App Development company,Bangalore,Undisclosed investors,Seed Funding,1000000.0,['Undisclosed investors']
2016-09-22,Pharmarack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000.0,"['Currae Healthtech Fund', ' Unicorn India Ventures']"
2016-09-23,\\Xc2\\Xa0Cloudcherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000.0,"['Vertex Ventures', ' Cisco Ventures', ' IDG Ventures']"
2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Rohit MA,Seed Funding,0.0,['Rohit MA']
2016-09-23,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,0.0,['Idea Wave Labs']
2016-09-23,Inmotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,0.0,"['Prashant Tandon', ' Gaurav Agarwal', ' Gaurav Bhogle', ' Shrishti Sahu', ' Shantanu Mathur', ' Prabhat Aggarwal']"
2016-09-26,Let\Xe2\X80\X99S Barter,Consumer Internet,Goods & Services Barter Platform,Delhi,Scale Ventures Funds,Seed Funding,0.0,['Scale Ventures Funds']
2016-09-26,Evengini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,0.0,['Procam International Pvt. Ltd']
2016-09-27,Tinystep,Consumer Internet,Parenting Network Platform,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,1580000.0,['Flipkart Logistics Pvt. Ltd']
2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,0.0,['Pratik Seal']
2016-09-28,Beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,500000.0,['Venture Catalysts']
2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,1000000.0,['Swastika Co Ltd.']
2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1000000.0,['Endiya Partners']
2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000.0,"['Sequoia India', ' EDBI', ' Blue Cloud Ventures', ' Hercules Capital']"
2016-09-29,Promon,eCommerce,Local Commerce Platform,Delhi,Now Capital,Seed Funding,180000.0,['Now Capital']
2016-09-29,Fastudent,eCommerce,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,0.0,"['Kanwaljit Singh', ' Ajay Lakhotia', ' Pavan Ongole', ' Ashish Gupta']"
2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000.0,"['Blume Ventures', ' Mumbai Angels', ' ah! Ventures', ' Digital Currency Group', ' Boost VC', ' Bank to the Future and Funders Club']"
2016-09-30,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Funding,0.0,['Deepak Nathani']
2016-09-30,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000.0,['Bhavin Turakhia']
2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,0.0,['Rajasthan Angel Innovators Network']
2016-08-01,Healthkart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000.0,"['Sequoia Capital India', ' Omidyar Network', ' Kae Capital']"
2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,200000.0,"['Mudit Saxena', ' Evan Lim']"
2016-08-01,Repaireasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,275000.0,['Undisclosed HNIs']
2016-08-01,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,3000000.0,['InnoVen Capital']
2016-08-01,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000.0,['Syska LED group']
2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000.0,"['Lumis Partners', ' The HR Fund', ' Rajul Garg', ' Quintillion Media']"
2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,0.0,"['Venk Krishnan', ' Aprameya Radhakrishna', ' Anupam Mittal', ' Kunal Shah', ' Tracxn Labs', ' Subramanya SV', ' Ravi Garkipati']"
2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000.0,"['Binny Bansal', ' Anupam Mittal', ' Sachin Bhatia', ' Darius Pandole', ' Kunal Khattar', ' Dheerag Jain']"
2016-08-03,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,0.0,['RoundGlass Partners']
2016-08-03,Extracarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Funding,225000.0,['Brand Capital']
2016-08-03,Flickbay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000.0,['Paul Roy']
2016-08-04,Petoo,Consumer Internet,Food Delivery Platform,Bangalore,Existing Investors,Seed Funding,500000.0,['Existing Investors']
2016-08-04,Lehlehsports,Others,Sports Arena discovery,Delhi,Anglian Omega Network,Seed Funding,0.0,['Anglian Omega Network']
2016-08-05,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,0.0,"['Inventus Capital Partners', ' Blume Ventures & Others']"
2016-08-06,Vst Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000.0,['Promatus Group']
2016-08-08,Adpushup,Technology,Ad optimization Platform,Delhi,"Geniee, Inc, Purvi Capital",Private Equity,0.0,"['Geniee', ' Inc', ' Purvi Capital']"
2016-08-08,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000.0,['Swastika Company Ltd.']
2016-08-08,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Funding,445000.0,['Undisclosed Investors']
2016-08-08,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000.0,['1Crowd (through crowd funding)']
2016-08-09,Mobident,Healthcare,Dental Protection Solution,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.0,['Centre for Innovation Incubation and Entrepreneurship (CIIE)']
